upload date,id,username,full name,likes,comments,raw title,raw description
2024-10-30 00:00:00,https://www.instagram.com/emmaxwinder/p/DBweGsRotQi/,emmaxwinder,I AM SAINT LAURENT,4938,48,"I AM SAINT LAURENT on Instagram: ""Doing everything but holding the bag.""","4,938 likes, 48 comments - emmaxwinder on October 30, 2024: ""Doing everything but holding the bag."". "
2024-11-01 00:00:00,https://www.instagram.com/emmaxwinder/p/DB1mH7zIbgy/,emmaxwinder,I AM SAINT LAURENT,6204,51,"I AM SAINT LAURENT on Instagram: ""Don’t hate the player hate the game""","6,204 likes, 51 comments - emmaxwinder on November 1, 2024: ""Don’t hate the player hate the game"". "
2024-11-11 00:00:00,https://www.instagram.com/emmaxwinder/p/DCPdzY8IaCx/,emmaxwinder,I AM SAINT LAURENT,11000,108,"I AM SAINT LAURENT on Instagram: ""gucci cuck chair""","11K likes, 108 comments - emmaxwinder on November 11, 2024: ""gucci cuck chair"". "
2024-10-25 00:00:00,https://www.instagram.com/emmaxwinder/p/DBjmpZtoZ1f/,emmaxwinder,I AM SAINT LAURENT,6905,49,"I AM SAINT LAURENT on Instagram: ""the wig got to my head""","6,905 likes, 49 comments - emmaxwinder on October 25, 2024: ""the wig got to my head"". "
2024-10-08 00:00:00,https://www.instagram.com/emmaxwinder/p/DA30o7coZfe/,emmaxwinder,I AM SAINT LAURENT,2751,36,"I AM SAINT LAURENT on Instagram: ""Which outfit you think I should style my #CharlesKeithxBLVCK bag with?🥀

@charleskeithofficial 
#CharlesKeithCollective""","2,751 likes, 36 comments - emmaxwinder on October 8, 2024: ""Which outfit you think I should style my #CharlesKeithxBLVCK bag with?🥀

@charleskeithofficial 
#CharlesKeithCollective"". "
2024-10-23 00:00:00,https://www.instagram.com/emmaxwinder/reel/DBeVD71ImVV/,emmaxwinder,I AM SAINT LAURENT,13000,184,"I AM SAINT LAURENT on Instagram: ""Me in the ICONIC @hm preloved guest designer archive. Drops October 25th on Regent Street 
AD""","13K likes, 184 comments - emmaxwinder on October 23, 2024: ""Me in the ICONIC @hm preloved guest designer archive. Drops October 25th on Regent Street 
AD"". "
2024-10-05 00:00:00,https://www.instagram.com/emmaxwinder/p/DAv2AnnoPUq/,emmaxwinder,I AM SAINT LAURENT,13000,125,"I AM SAINT LAURENT on Instagram: ""unc""","13K likes, 125 comments - emmaxwinder on October 5, 2024: ""unc"". "
2024-10-07 00:00:00,https://www.instagram.com/emmaxwinder/p/DA03IUboXmj/,emmaxwinder,I AM SAINT LAURENT,5658,49,"I AM SAINT LAURENT on Instagram: ""dolled up🎀🏹🍨""","5,658 likes, 49 comments - emmaxwinder on October 7, 2024: ""dolled up🎀🏹🍨"". "
2022-11-22 00:00:00,https://www.instagram.com/chauder.3/p/ClSYtkDLu51/,chauder.3,Brian Chau,259,62,"Brian Chau on Instagram: ""chauder in your area with a late grad post 👨‍🎓🫰✌️ #fighton #lostmylightstickatbornpink #butrealizedthateverythingineedisontheground""","259 likes, 62 comments - chauder.3 on November 22, 2022: ""chauder in your area with a late grad post 👨‍🎓🫰✌️ #fighton #lostmylightstickatbornpink #butrealizedthateverythingineedisontheground"". "
2021-07-27 00:00:00,https://www.instagram.com/chauder.3/p/CR16rRKhO9U/,chauder.3,Brian Chau,231,47,"Brian Chau on Instagram: ""may I buy you flowers?😃💐""","231 likes, 47 comments - chauder.3 on July 27, 2021: ""may I buy you flowers?😃💐"". "
2025-01-23 00:00:00,https://www.instagram.com/katlieu/reel/DFMB_btyrRh/,katlieu,Kat Lieu,61000,440,"Kat Lieu on Instagram: ""🥥Chinese coconut jelly (椰汁糕) recipe @katlieu 👇

Ingredients:
-100g hot water + 2 tbsp gelatin powder (and you can also add teaspoons of collagen or soluble fiber, whatever it is you need)
-400g or a can of coconut milk
-1/3 cup black coffee 
-1/3 cup rock sugar or 1/4 granulated sugar. Maple syrup works too 
-For more color add drops of brown food coloring gel 

Agar agar is about 8 grams of strands if swapping out gelatin and collagen - not tested yet 

🎼🎶 massobeats - stroll""","61K likes, 440 comments - katlieu on January 23, 2025: ""🥥Chinese coconut jelly (椰汁糕) recipe @katlieu 👇

Ingredients:
-100g hot water + 2 tbsp gelatin powder (and you can also add teaspoons of collagen or soluble fiber, whatever it is you need)
-400g or a can of coconut milk
-1/3 cup black coffee 
-1/3 cup rock sugar or 1/4 granulated sugar. Maple syrup works too 
-For more color add drops of brown food coloring gel 

Agar agar is about 8 grams of strands if swapping out gelatin and collagen - not tested yet 

🎼🎶 massobeats - stroll"". "
2024-12-28 00:00:00,https://www.instagram.com/katlieu/reel/DEI8Tplympm/,katlieu,Kat Lieu,402000,1266,"Kat Lieu on Instagram: ""🍰🧀Rice cooker Japanese cheesecake recipe @katlieu 

Japanese cheesecakes took me over three years to perfect using the oven and Bain Marie, and the rice cooker one lives up to my egg-spectations 

I’ll link the recipe in my IG broadcast channel or you can search Japanese cheesecake in modernasianbaking dot com or check out the recipe in Modern Asian Baking at Home 😘❤️😍

🎼massobeats - honey jam

Be sure to save these tips for a perfect Japanese cheesecake: 

Firm to stiff peak egg whites: you want the whites to be foamy before adding sugar and vinegar or lemon juice can sub cream of tartar

Lumpy batter = lumpy cheesecake remember that!

A little yolk in your egg whites ok, but more than 1/2 a teaspoon and those whites will not whip up

This cake takes at least 2 cycles in a 5.5 cup Zojirushi rice cooker, once Mixed, once Hard""","402K likes, 1,266 comments - katlieu on December 28, 2024: ""🍰🧀Rice cooker Japanese cheesecake recipe @katlieu 

Japanese cheesecakes took me over three years to perfect using the oven and Bain Marie, and the rice cooker one lives up to my egg-spectations 

I’ll link the recipe in my IG broadcast channel or you can search Japanese cheesecake in modernasianbaking dot com or check out the recipe in Modern Asian Baking at Home 😘❤️😍

🎼massobeats - honey jam

Be sure to save these tips for a perfect Japanese cheesecake: 

Firm to stiff peak egg whites: you want the whites to be foamy before adding sugar and vinegar or lemon juice can sub cream of tartar

Lumpy batter = lumpy cheesecake remember that!

A little yolk in your egg whites ok, but more than 1/2 a teaspoon and those whites will not whip up

This cake takes at least 2 cycles in a 5.5 cup Zojirushi rice cooker, once Mixed, once Hard"". "
2024-12-26 00:00:00,https://www.instagram.com/katlieu/reel/DEDrz5rTFH-/,katlieu,Kat Lieu,315000,822,"Kat Lieu on Instagram: ""🍵rice cooker matcha chiffon cake and matcha “tiramisu” @katlieu 🎂

“Tiramisu cream” recipe and instructions 
1/2 cup heavy cream whipped with 2 tbsp creme fraiche and 1 tbsp parmesan cheese, stabilized with 1 teaspoon cornstarch and 2 tbsps confectioners’ sugar. Add more sugar if you like it sweeter 

I’ll put the rice cooker cake recipe in my IG Broadcast channel 👅🍵🥰""","315K likes, 822 comments - katlieu on December 26, 2024: ""🍵rice cooker matcha chiffon cake and matcha “tiramisu” @katlieu 🎂

“Tiramisu cream” recipe and instructions 
1/2 cup heavy cream whipped with 2 tbsp creme fraiche and 1 tbsp parmesan cheese, stabilized with 1 teaspoon cornstarch and 2 tbsps confectioners’ sugar. Add more sugar if you like it sweeter 

I’ll put the rice cooker cake recipe in my IG Broadcast channel 👅🍵🥰"". "
2025-02-07 00:00:00,https://www.instagram.com/katlieu/reel/DFyF-RLS_n6/,katlieu,Kat Lieu,208000,6877,"Kat Lieu on Instagram: ""🍫easy chocolate rice + chocolate rice pudding recipes @katlieu 🌾

🎶🎼🎵massobeats - stroll

This recipe is gluten-free and use vegan chocolate to keep it vegan, plus vegan whipped cream made from coconut milk

Who wants the pudding/mousse recipe?🥰 it will only be posted to my IG Broadcast channel

While this is not champorado (Filipino chocolate rice porridge), my Pinoy family approves and I appreciate all the Filipinos coming to defend this recipe and educating the trolls and bullies 🇵🇭💜 masarap and mabuhay!""","208K likes, 6,877 comments - katlieu on February 7, 2025: ""🍫easy chocolate rice + chocolate rice pudding recipes @katlieu 🌾

🎶🎼🎵massobeats - stroll

This recipe is gluten-free and use vegan chocolate to keep it vegan, plus vegan whipped cream made from coconut milk

Who wants the pudding/mousse recipe?🥰 it will only be posted to my IG Broadcast channel

While this is not champorado (Filipino chocolate rice porridge), my Pinoy family approves and I appreciate all the Filipinos coming to defend this recipe and educating the trolls and bullies 🇵🇭💜 masarap and mabuhay!"". "
2025-02-03 00:00:00,https://www.instagram.com/katlieu/reel/DFoSHDUyqgJ/,katlieu,Kat Lieu,5510,105,"Kat Lieu on Instagram: ""🍧Shaved ice mochi using Seattle snow @katlieu 🍡

🎼🎶massobeats - rose water

This is satire but you can use store bought shaved ice or very clean snow (science experiment with kiddo on snow day) 

Mochi recipe is by volume a cup of melted shaved ice to a cup a mochiko or glutinous rice flour, microwave in 1 minute bursts""","5,510 likes, 105 comments - katlieu on February 3, 2025: ""🍧Shaved ice mochi using Seattle snow @katlieu 🍡

🎼🎶massobeats - rose water

This is satire but you can use store bought shaved ice or very clean snow (science experiment with kiddo on snow day) 

Mochi recipe is by volume a cup of melted shaved ice to a cup a mochiko or glutinous rice flour, microwave in 1 minute bursts"". "
2025-01-31 00:00:00,https://www.instagram.com/katlieu/reel/DFgl6SdyOM8/,katlieu,Kat Lieu,4909,143,"Kat Lieu on Instagram: ""🍡Easy one bowl (one blender) butter mochi without baking powder @katlieu this recipe is gluten-free

A splash of ube or pandan extract will transform butter mochi! For added flavor, I recommended mixing in miso as well

Who is excited for this recipe?

🎼🎶👏🏼massobeats - rose water""","4,909 likes, 143 comments - katlieu on January 31, 2025: ""🍡Easy one bowl (one blender) butter mochi without baking powder @katlieu this recipe is gluten-free

A splash of ube or pandan extract will transform butter mochi! For added flavor, I recommended mixing in miso as well

Who is excited for this recipe?

🎼🎶👏🏼massobeats - rose water"". "
